text,label
"W Zachodniopomorskiem trwa program badań przesiewowych na COVID-19.Niektóre osoby, gdy otrzymują wynik dodatni w pierwszym etapie badania, rezygnują z drugiego - poinformowała w czwartek rzecznik prasowa Szpitala Wojewódzkiego w Koszalinie Marzena Sutryk.   ",Medyczne
"Panie Jezu, lekarzu naszych dusz i ciał, czujemy się bezradni w tej sytuacji ogólnoświatowego zagrożenia, ale ufamy Tobie, udziel nam pokoju i zdrowia.  Matko Boża, chroń nas i opiekuj się nami, prowadź nas w miłości do Twojego Syna, Jezusa. Amen  Zdjecie:    ",Niemedyczny
"Laura ma tylko 18 miesięcy. Cierpi na SMA. By ją leczyć potrzebna jest terapia genowa, która kosztuje blisko 8 milionów. Jak pomóc? Opcje są 2: - udział w licytacji meczowej koszulki :   - wpłaty na   Nie bądźcie obojętni!  ",Medyczne-diagnoza
Kiedyś hipnozą leczył nas Kaszpirowski przez telewizory - Teraz rządy i ich sługusy przez telewizory hipnotyzyją nas zmyślonym karonawirusem  Ludzie teraz wierzą urzędnikom-politykom i lekarzom na ich usługach - zamiast wierzyć uczciwym i niezależnym na...    ,Medyczne
"""Jezus przyszedł (...) by przebaczać i zbawiać (...) W sakramencie pokuty, dzięki «lekarstwu spowiedzi», doświadczenie grzechu nie przeradza się w rozpacz, lecz spotyka się z Miłością, która przebacza i przemienia"" - Benedykt XVI o Sakramencie Pokuty -&gt;    ",Niemedyczny
"Rodzice na Jasnej G.kupili obraz na blasze.Kilka lat był u mnie.Teraz u matki w pokoju.Sprzedawali takie Litwini..Byłem na Mszy w Będzinie.Są w okresie zimowym o17.00.Jest już ciemno,Zrobiłem zdjęcie z tyłu Kośc. tablicy pośw.Ks.T   u mnie do70.F3 Zbawiciel  ",Niemedyczny
"Poprawki odrzucone za władzy PO-PSL to 50 mln zł na walkę z rakiem. Adam Szejnfeld (KO): By skutecznie walczyć z nowotworami w Polsce, potrzeba 30 mld zł. Pan przytacza poprawki dotyczące groszowych spraw, które traktowaliśmy inaczej bo byłyby ośmieszeniem    ",Niemedyczny
Covid_19 zniszczył szpik 6-letniej Hani. W kwietniu tego roku zdiagnozowano u niej zakażenie COVID-19. Po m-cu diagnoza–aplazja szpiku kostnego wywołana wirusem. Lekarze zakwalifikowali ją do przeszczepienia szpiku.Dawca szpiku to jedyny ratunek dla Hani!    ,Medyczne-diagnoza
(1/3) Informacje o szczepionce Pfaizer/BioNTech to propaganda  1. Aprobowane w USA szczepionki (2010-2020): a) średnia ilość prób klinicz. do aprobaty: 7 b) średni czas od wniosku do aprobaty: 12 m-cy c) średnia skuteczność aprobowanych szczepionek: 92%.    ,Medyczne-diagnoza
"O CRISPR myślimy jako: edytowaniu komarów, aby nie rozprzestrzeniały malarii, pomidorów, by były bardziej aromatyczne czy leczeniu chorób genetycznych. Teraz to także bakterie stosowane przeciwko sobie lub przeciwko wirusom | Is Crispr the Next Antibiotic?    ",Medyczne-diagnoza
"Adwent jest synonimem nadziei: nie daremnym oczekiwaniem na jakiegoś bezosobowego boga, lecz konkretną i niezawodną ufnością w powrót Tego, który już raz do nas przyszedł, «Oblubieńca», który swoją krwią przypieczętował zawarte z ludzkością wieczne przymierze (św. Jan Paweł II).  ",Niemedyczny
"Sport to zdrowie. Ha, ha... Z Poradnika: ""Jeśli sport miałby być taki zdrowy, to dlaczego mamy tyle lekarstw w aptekach? Wystarczyłoby tylko uprawiać sport – i dzięki temu zaoszczędzić masę pieniędzy na lekarstwach."" Pięknie oddaje to sytuacja w Chinach. koronawirus coronavirus  ",Medyczne
"W prawdopodobnej administracji Bidena szefem dyplomacji ma być Anthony Blinken. Tak jak sam były wiceprezydent, Blinken to kość z kości i krew z krwi z establishmentu. Zajmował wysokie stanowiska przez 8 lat prezydentury Obamy, był też doradcą kampanii Bidena ds.międzynarodowych.  ",Niemedyczny
Alkohol VS Rak   – dlaczego alkohol może zwiększać ryzyko zachorowania na 1 z 7 rodzajów raka?  – połączenie picia i palenia wielokrotnie zwiększa ryzyko wystąpienia nowotworów niż samo picie lub samo palenie  – czy rodzaj alkoholu ma znaczenie?  – czy pic    ,Remis-sporny
"Szpitale w Czechach mogą przyjąć pacjentów chorych na Covid-19, także w ciężkim stanie, z innych państw - powiedział w piątek minister zdrowia Jan Blatny. Dodał, że poinformował o tym ministerstwo spraw zagranicznych. Pacjenci mogliby trafić do klinik w Pradze i Brnie.  gloslive  ",Medyczne
"Do zderzenia 2 pojazdów doszło wczoraj ok. godz. 22:30 na w-wskiej Woli przy ul. Redutowa/Wolska. Kierujący autem na minuty ""PANEK"" uderzył w Hondę, którą podróżowała kobieta w ciąży. Sprawca miał 1,2‰ alkoholu w organizmie. Kobietę zabrał ZRM do szpitala    ",Niemedyczny
"W 2018 roku na cześć Kazimierza Pelczara nazwano rondo znajdujące się niedaleko . Kazimierz Pelczar był światowej sławy onkologiem, polskim patriotą, a także założycielem 1 na terenie ówczesnej Polski placówki zajmującej się walką z nowotworami...    ",Niemedyczny
"Covidowy minister Niedzielski: - teleporady - wyszczepienie 31 mln Polaków - maseczki nie znikną nawet po epidemii -  nie brało udziału w pracach nad szpitalem na Narodowym - ferie w domu - SMS wskaże badanego - Weszliśmy w niższy przedział zakażeń, ale grozi nam 3 fala  ",Medyczne
"Przemyśl 1943 r. Stefania Pogórska (17 lat) wraz ze swoją młodszą siostrą Helenką (6/7lat) przechowywała w wynajętym pod bokiem Niemców domu, przez ponad rok, 13 Żydów, którzy uciekli z przemyskiego getta. Organizowała dla nich jedzenie, lekarstwa. Nieprawdopodobne, ale prawdziwe  ",Niemedyczny
"W Kamieńsku zostaje 1 apteka. Gmina 5900 mieszk.=geo 500m wokół istniejącej apteki. Poniżej mapka. Farmaceuci z zamykanej apteki mogliby otworzyć swoją. Na łące. Właścicielka jedynej apteki, Ewa W. nie jest farmaceutką. Apteka przy przychodni. Wygrała życie. PseudoAdA w praktyce.  ",Remis-sporny
"""Międzynarodowa Agencja Badań nad Rakiem (IARC) uznała pracę zmianową za prawdopodobny czynnik inicjujący przyśpieszający rozwój nowotworu""  Pielęgniarki i położne w grupie ryzyka. Jak MZ ma zamiar dbać o kadry OZ?       ",Medyczne-diagnoza
"JarosławPinkas „Nie leczcie się u partaczów(...) u znachorów, bab i felczerów, nie marnujcie waszego zdrowia” - tak brzmiał artykuł w 1919. Czy temat ten nie mógłby być poruszony obecnie?  na Radzie Naukowej przy  przestawił historie służb sanitarnych w Polsce  ",Niemedyczny
"Jeśli w listopadzie mężczyzna zapuści wąsa, to znak, że włączył się w ogólnoświatową akcję zachęcającą do samodzielnego badania miejsc intymnych Movember2020. Można dzięki temu wcześnie wykryć nowotwory prostaty i jąder   Więcej:    ",Medyczne
".: PMM zamiast tworzyć kolejne prezentacje w PowerPoincie z których ma wynikać, że rząd robi wszystko i nasz kraj miewa się świetnie, mógłby pochylić się nad problemami branży gastronomicznej, nad lekarzami, ratownikami, bo tutaj ta pomoc jest dalece niewystarczająca.  ",Niemedyczny
"Będę se szalał wieczorem. Oczywiście respektując obostrzenia sanitarne, więc przed telewizorem, oglądając famemma. Wódka tylko w Chrobrym na rozruch, później wino, albo piwo. Szkoda, że rzucam fajki, bo o 10 wyszedłbym zajarać na balkon w samej bluzie, a jutro rano 38,5 gorączki  ",Niemedyczny
" zakupił dla Polaków 31 mln szczepionek  Jednak producent nie będzie odpowiadał za powikłania po niej.jak Reakcja na zastrzyk powstała po szczepionce COVID19 firmy Pfizer/BioNTech""dramatyczne powikłania poszczepienne po dobrowolnym szczepieniu przez kobietę  Australii  ",Niemedyczny
"Dziś w programie powiemy o dronowym moście powietrznym między szpitalami na  i , nowej akcji , zajrzymy na początek procesu beatyfikacyjnego s. Wandy Boniszewskiej oraz na Bazar Różyckiego, który już na finiszu remontu. Zapraszamy 16:00-18:30.  ",Niemedyczny
Król Marek był chory leżał na wizji Przyszedł pan doktor też z telewizji Król doktorowi obiecał dać córkę Gdy ten mu fachowo zamontuje rurkę Lecz raz zapiewajło podłe i wraże Jęło się nazwać Króla kuglarzem Król jej odśpiewał ciskajac koc Zaklęłaś mnie w gotyk bezsenna zimna noc!  ,Medyczne-diagnoza
" NFZ w trybie pilnym pyta lekarzy rodzinnych, czy będą w stanie szczepić pacjentów szczepionkami na Covid-19. Lekarze wczoraj dostali ankiety. Do wypełnienia na dziś.  ., czy zgodzą się szczepić, w tym również pracować w weekendy    ",Medyczne
"W grudniu 2016 roku policjanci znosili mnie z jezdni pod Sejmem. Chwyciło mnie dwóch, rzucili mną na chodnik nieopodal jak workiem kartofli. Dłoń boli do tej pory, chociaż złamana kość się zrosła.   Słabo mi, gdy patrzę na to zdjęcie. Mam nadzieję, że państwo słono za to zapłaci.  ",Medyczne-diagnoza
"Niemcy będą pomagać lubuskim szpitalom.. Marszałek Elżbieta Anna Polak poprosiła o wsparcie premierów Brandenburgii i Saksonii.   Marszałek podkreśla, że w celu zapewnienia bezpieczeństwa mieszkańcom regionu Lubuskie chętnie skorzysta z każdej oferty pomocy partnerów i przyjaciół  ",Niemedyczny
"Nowe fakty ws. kontenerowych oddziałów w szpitalach na Mazowsze: .emu wojewoda wyznaje, że 26.08 zawnioskował o nie do . Nie dodał, że już 28.09 odmówił wnioskującym 36. szpitalom wz. z. ""ograniczonymi środkami"". Na co przez miesiąc poszła kasa na COVID19?  ",Niemedyczny
"A któż to przemawiał na marszu antymaseczkowców w Katowicach? Sam Hubert Czerniak, lekarz kwestionujący koniecznośc szczepień i zawieszony w prawie do wykonywania zawodu za propagowanie postaw antyzdrowotnych. ""Promotor alternatywnych form leczenia"", czyli znachor i hochsztapler.  ",Niemedyczny
"52 lata temu zmarł Anatol Stern - polski poeta pochodzenia żydowskiego, eseista, prozaik, twórca scenariuszy do filmów: Profesor Wilczur, Znachor, Czarna Perła. Ponadto krytyk filmowy, tłumacz; współtwórca polskiego futuryzmu, autor m .in.zbiorów wierszy Futuryzje, Ziemia na lewo  ",Niemedyczny
"Ptasia grypa w Danii. Przebadane padłe dzikie ptactwo było zarażone typem A, H5N8. To samo dotyczy stada drobiu z Randers, które przebadano wczoraj. W jednym przypadku sokoła wędrownego ptak był zarażony wirusem podtypu H5N5. Oba typy wirusa ptasiej grypy nie zagrażają ludziom.  ",Medyczne-diagnoza
"Fragment tekstu babilońskiego z XI w pne  dotyczącego porad życiowych dla chcącego się ożenić kawalera. Tekst przypisywany jest mędrcowi (medykowi-magowi, lekarzowi-egzorcyście) Kin-apli ze świątyni Esagil  w Etemenaki. (8-piętrowy Ziggurat  w Etemenaki - to biblijna Wieża Babel)  ",Niemedyczny
Zmarł podczas niesienienia pomocy innym nasz przyjaciel dr Krzysztof Sołowiej wspaniały dobry Człowiek i wybitny lekarz. W Centrum Onkologii Ziemi Lubelskiej pracował od 1995r. zajmując się leczeniem Pacjentek z nowotworem piersi. Czynnie uczestniczył w kształceniu innych. RIP   ,Niemedyczny
"Codziennie w Szpitalu w Ostrowi Mazowieckiej doświadczamy, że COVID-19 to piekielne draństwo. Ale groźne są też powikłania po COVID-19. Taka na przykład zatorowość płucna może mieć bardzo poważne konsekwencje dla zdrowia. Dbajcie więc o siebie i bliskich     ",Medyczne-diagnoza
"Słucham? -panie doktorze, piętnaście minut temu karetka na sygnale zabrała naszego dziadka z objawami rozległego zawału. -żyje? -Przykro mi, wasz dziadek nie żyje. -Umarł na Covid 19, choroba rozwinęła się błyskawicznie.\ - zawał był tylko chorobą współtowarzyszącą -? -statystyka  ",Medyczne-diagnoza
 ŚrodaZProfilaktyką | Nowotwór piersi   Rak piersi to najczęściej występujący nowotwór złośliwy u kobiet.   Skuteczność leczenia zależy od wykrycia nowotworu we wczesnym stadium!  Kiedy zrobić badanie? PRZECZYTAJ     AkademiaNFZ RóżowyPaździernik  ,Medyczne
"My Mieszkańcy Śląska, reprezentujący różne zawody: profesorowie, doktorzy, samorządowcy, nauczyciele, muzycy, górnicy, ludzie ciężkiej pracy, tworzący Honorowy Komitet Poparcia Kandydata na Urząd Prezydenta Rzeczypospolitej Polskiej, Pana Andrzeja Dudy,... Pełny tekst w pliku jpg  ",Niemedyczny
"Triklosan nie ma dobrej prasy, związek ten może: uszkadzać mięsień sercowy, hamować produkcję hormonów tarczycy, sprzyjać nowotworom wątroby i piersi, przyczyniać się także do zaognienia nieswoistego zapalenia jelit, może prowadzić do raka jelita grubego.    ",Medyczne-diagnoza
"Filmy, gierki i inne rozrywki, fajnie, ale tego i wielu ważniejszych rzeczy by nie było bez okupionego krwią wysiłku poprzednich pokoleń. Chwała im i pamięć, że dziś możemy świętować 102 rocznicę odzyskania Niepodległości ŚwietoNiepodległości IndependenceDay Polska   Poland  ",Niemedyczny
"Wiedeń uruchomił program online z szybką samokontrolą w celu wyjaśnienia, czy objawy takie jak gorączka, kaszel czy ból gardła wskazują na zakażenie CoViD-19. Odciąży telefon 1450. Tu wiedeńczycy dzwonią, gdy podejrzewają, że zakazili się koronawirus.em    ",Medyczne
"Miód gryczano-malinowy  Znakomity wpływ na układ krwionośny. Pomaga leczyć miażdżycę, nadciśnienie, niedokrwistość, zapalenie nerek przy grypach.  Więcej na stronie:    miodnatwojedolegliwosci miód pachniczowka miodgryczany miodmalinowy prawdziwymiod  ",Medyczne
"W Kozienice trwa finał kampanii społecznej ""Ida Czerwcowa. Stop rakowi piersi"", wspieranej przez . Grzegorz Mierzejewski, wiceprezes Enea Wytwarzanie: ""Jesteśmy firmą odpowiedzialną społecznie, dbamy o zdrowie lokalnej społeczności. Będziemy z Wami również za rok"".  ",Medyczne
"Dzięki za poruszenie tego tematu. Odpowiedź oczywiście brzmi:nie. W internecie jest sporo dobrych informacji o zdrowiu niestety przetkanych masą bzdur. Problem np.w tym, że info od firm może być uznane za niedozwoloną reklamę Rx. Info od znachorów nie jest przez nikogo ścigane.1/  ",Niejednoznaczny
"Guz mózgu zabrał zdrowie Zuzi. Pomóż małej, dziewczynce w powrocie do sprawności. Całe dzieciństwo to oddziały onkologicze i chemioterapie! Przywróćmy dziecku namiastkę normalności zniszczoną przez nowotwór. Brakuje 5 tys na leczenie. Wesprzyj   Dziękuję  ",Medyczne-diagnoza
"PILNE Ratujmy ŻYCIE ArusiaPomóż i udostępnij film aby dotrzeć do milionów ludzi dobrych serc Stan jest poważny, przeszczepiony szpik nie podjął pracy. Brakuje na leczenie 47 966zł. Liczy się każda złotówka i minuta w walce o życiePomóżmy   Dziękuję  ",Medyczne
"Ewangelia na Sobotę SucheDni w Oktawa ZesłanieDuchaŚwiętego  Po opuszczeniu synagogi przyszedł do domu Szymona. A wysoka gorączka trawiła teściową Szymona. I prosili Go za nią. On stanąwszy nad nią rozkazał gorączce, i opuściła ją. Zaraz też wstała i usługiwała im  Łk 4,38-44  ",Niemedyczny
"„Kraj nie przygotowywał się na pandemię. Nie ma lekarzy, odczynników i lekarstw. Uważam,  że przy dużych szpitalach powinno się budować hale, a nie jak w Lombardii –rozsiewać pacjentów covidowych po małych szpitalach” - Jarosław Roslon dyr. szpitala w Międzylesiu telekonferencja  ",Niemedyczny
"Pan redaktor R. Bernatowicz z  zapytał nas wczoraj na wizji czy Lem przewidział COVID19. W eseju wirusy maszyn, zwierząt i ludzi Lem podejmuje problem podobieństw i różnic między wirusami komputerowymi a naturalnymi. Predykcje, które uczą szokują. Więcej w materiale  ",Niemedyczny
"Polska AD 2020.  Bayer Full, którego lider od długiego czasu przymila się do PiS, dostaje pół miliona złotych.  Druga strona? Służba zdrowia. Karetki nie mieszczą się już na SOR i muszą czekać przed szpitalem, tak jak teraz w Koszalinie.  Tak antypolskiej władzy jeszcze nie było.  ",Niemedyczny
"PomorskiNFZ Światowy Dzień Udarów-co osiem minut ktoś w Polsce doznaje udaru mózgu. Obecnie to trzecia w kolejności, zaraz po chorobach serca i nowotworach przyczyna śmierci. Edukujmy się w profilaktyce udarowej, terapii oraz wsparciu osób po udarze    ",Medyczne
"Enea Wytwarzanie nie zapomina o lokalnej społeczności. Dzisiaj podczas Triathlon Kozienice zawodnicy, publiczność oraz Jerzy Górski wraz z Fundacją Energia-Działanie wspierali akcję ""Ida Czerwcowa. Stop rakowi piersi"", której sponsorem jest . Sport to zdrowie! CSR  ",Niemedyczny
"Nieraz mam dylemat jak grupować różne ogniska by zbytnio nie rozdrabniać kategorii. Np. żłobki są połączone z przedszkolami i szkołami. Przychodnie ze szpitalami, ZOL z DPS. Dziś zakład karny dołączyłem do ośrodków wypoczynkowych. Może być?  Interaktywny:    ",Niemedyczny
"Dowiedziałem się ostatnio, że była pracodawczyni mojej szwagierki miała gest...po rozstaniu się z kolejną osobą zadzwoniła do szpitala (pech chciał, że pracownik po rozstaniu dostał wylewu) i poinformowała, że są problemy z rozliczeniem papierosów i pracownik jest winien 300 zł..  ",Niemedyczny
"chorych z Covid-19. Wstrzymano prawie wszystkie planowe przyjęcia w szpitalach, co spowodowało że pacjenci przyjmowani do szpitala są w stanie skrajnie ciężkim. Niektórzy czekający w kolejkach umierają w domu,  w karetkach, poczekalniach. A więc, lekarstwo gorsze niż choroba [!]  ",Medyczne
"Adam zamienia kilometry na szanse na życie! Łączy swoją pasję - motoryzację z chęcią pomagania organizując Rajdy Rumskie ""W drodze po szpik. Rajdy to dopiero początek, bo w przyszłym roku ""w drodze po szpik"" Adam planuje pokonać 10 000 km swoim Fiatem 125p po wschodniej Europie.  ",Niemedyczny
