,text,label
101,"Dziś dod. wsp. Maryi Ostrej Bramy w  https://t.co/zxZq2yEYVułem z rodzicami i też matki.Matka ma obrazek.Obraz mi się  https://t.co/ecxzlLT7hRła kaplica.Obok,w środ.zniszczony Kośc. św. Teresy z Av.F2-4.O.Jerzy J Kopeć CP/Cz.St.Teo.XVI pojawia się współodkupicielka,każdej łaski itp  https://t.co/CpHZVjxdnm",Niemedyczny
102,#DziekujemyMedykom - za walkę z pandemią chińskiego wirusa! Polacy są Wam wdzięczni! #IPPTV  Drodzy medycy z całego serca dziękuję Wam za walkę każdego dnia o zdrowie i życie Polaków zarażonych wirusem KPCh.  https://t.co/61LcVj1aUC  Pełny opis postu na FB:  https://t.co/dVhJc6xDdD  https://t.co/6iSIFBeFR2,Medyczne
103,"...(..)cierpiała na krwotok i wydała na lekarzy(..)mienie, a żaden nie mógł jej uleczyć;(..) dotknęła(..)jego szaty(..) Jezus zapytał: Kto mnie dotknął?(..)bo(..) moc wyszła ze mnie.  Wtedy kobieta,(..)go dotknęła i (..)natychmiast została uzdrowiona(..)..  https://t.co/BTQp61Drls  https://t.co/SWpZAzSzJU",Niemedyczny
104,"Masz opadające powieki i rozważasz ich korekcję? Do operacji należy dobrze się przygotować. Nasz chirurg udzieli Ci pełnych wskazówek przedoperacyjnych, szczególnie dotyczących jedzenia, picia alkoholu i palenia tytoniu, oraz stosowania lekarstw i witamin.  https://t.co/xdZPMxdWPt  https://t.co/0S55BiOojG",Medyczne
105,"Aktualizacja do  https://t.co/cKoetIsx50 Oto cennik szpitala w Radomiu (ze strony). Za przywilej pracy w Polsce trzeba płacić. Myślę, że sprzeciw i zalecenie @MZ_GOV_PL nic nie da. To praktyka od lat.  Chyba powinienem się cieszyć, że nie muszę dopłacać szpitalowi do wynagrodzenia  https://t.co/WWvA09Ea8B",Niemedyczny
106,"Naukowcom z #GlattLaboratory w #MCB @JagiellonskiUni udało się uchwycić przy pracy specyficzny enzym regulujący prędkość produkcji białek. Daje to szansę na nowe leki przeciwko otyłości, astmie oskrzelowej, niepełnosprawności intelektualnej czy nowotworom   https://t.co/T6ufVWDhCb  https://t.co/Ybh5gCx5z4",Medyczne
108,"64 LATA TEMU urodził się Artur Barciś, aktor, reżyser, związany z warszawskim Teatrem Ateneum; znany  https://t.co/4rTk5OnW4w. z ról w serialach „Miodowe lata”, „Ranczo” i „Doręczyciel”, wystąpił w filmach „Znachor”, „Kramarz”, „Braciszek”, a także w cyklu „Dekalog”  Kieślowskiego  https://t.co/D0Dxd7g6Pk",Niemedyczny
109,"Język naszym skarbem świętym, Nie igraszką obojętną; Nie krwią, ale atramentem  Bije dzisiaj ludów tętno;  Musi naprzód iść z żywemi, A nie tępić życia zaród, Soków pełnię czerpać z ziemi: Jaki język-taki naród!!!   A painting by Marguerite Burnat-Provins   https://t.co/axvVnr9YtW  https://t.co/fuGYvZel8S",Niemedyczny
111,"W Zachodniopomorskiem trwa program badań przesiewowych na COVID-19.Niektóre osoby, gdy otrzymują wynik dodatni w pierwszym etapie badania, rezygnują z drugiego - poinformowała w czwartek rzecznik prasowa Szpitala Wojewódzkiego w Koszalinie Marzena Sutryk.➡️ https://t.co/RtIqYzzKXw  https://t.co/3ZTABsQK7o",Medyczne
112,"Panie Jezu, lekarzu naszych dusz i ciał, czujemy się bezradni w tej sytuacji ogólnoświatowego zagrożenia, ale ufamy Tobie, udziel nam pokoju i zdrowia.  Matko Boża, chroń nas i opiekuj się nami, prowadź nas w miłości do Twojego Syna, Jezusa. Amen  Zdjecie:  https://t.co/TkYHV1mmaa  https://t.co/DNwo18WMQg",Niemedyczny
113,"Laura ma tylko 18 miesięcy. Cierpi na SMA. By ją leczyć potrzebna jest terapia genowa, która kosztuje blisko 8 milionów. Jak pomóc? Opcje są 2: - udział w licytacji meczowej koszulki @Szumski29:  https://t.co/VJPOgzTZQB - wpłaty na  https://t.co/dlCqPsn6PQ Nie bądźcie obojętni!❤️💙  https://t.co/VHIkMggO0q",Medyczne-diagnoza
114,Kiedyś hipnozą leczył nas Kaszpirowski przez telewizory - Teraz rządy i ich sługusy przez telewizory hipnotyzyją nas zmyślonym karonawirusem  Ludzie teraz wierzą urzędnikom-politykom i lekarzom na ich usługach - zamiast wierzyć uczciwym i niezależnym na...  https://t.co/sLKoDkszUX  https://t.co/4BkfDvIXNT,Medyczne
115,"""Jezus przyszedł (...) by przebaczać i zbawiać (...) W sakramencie pokuty, dzięki «lekarstwu spowiedzi», doświadczenie grzechu nie przeradza się w rozpacz, lecz spotyka się z Miłością, która przebacza i przemienia"" - Benedykt XVI o Sakramencie Pokuty -&gt;  https://t.co/EA1Xcpzjtr  https://t.co/5AvVWAvbI8",Niemedyczny
116,"Rodzice na Jasnej G.kupili obraz na blasze.Kilka lat był u mnie.Teraz u matki w pokoju.Sprzedawali takie Litwini..Byłem na Mszy w Będzinie.Są w okresie zimowym o17.00.Jest już ciemno,Zrobiłem zdjęcie z tyłu Kośc. tablicy pośw.Ks.T  https://t.co/3uVOUW9DUfł u mnie do70.F3 Zbawiciel  https://t.co/A4np4432Hx",Niemedyczny
117,"Poprawki odrzucone za władzy PO-PSL to 50 mln zł na walkę z rakiem. Adam Szejnfeld (KO): By skutecznie walczyć z nowotworami w Polsce, potrzeba 30 mld zł. Pan przytacza poprawki dotyczące groszowych spraw, które traktowaliśmy inaczej bo byłyby ośmieszeniem  https://t.co/q2gnnGhHXk  https://t.co/OTRY2m5guj",Niemedyczny
118,#Covid_19 zniszczył szpik 6-letniej Hani. W kwietniu tego roku zdiagnozowano u niej zakażenie COVID-19. Po m-cu diagnoza–aplazja szpiku kostnego wywołana wirusem. Lekarze zakwalifikowali ją do przeszczepienia szpiku.Dawca szpiku to jedyny ratunek dla Hani!  https://t.co/X548Aven09  https://t.co/4ztQwRIrig,Medyczne-diagnoza
120,(1/3) Informacje o szczepionce Pfaizer/BioNTech to propaganda ‼️ 1. Aprobowane w USA szczepionki (2010-2020): a) średnia ilość prób klinicz. do aprobaty: 7 b) średni czas od wniosku do aprobaty: 12 m-cy c) średnia skuteczność aprobowanych szczepionek: 92%.  https://t.co/P9b7plonFr  https://t.co/gmfQoszpjc,Medyczne-diagnoza
123,"O CRISPR myślimy jako: edytowaniu komarów, aby nie rozprzestrzeniały malarii, pomidorów, by były bardziej aromatyczne czy leczeniu chorób genetycznych. Teraz to także bakterie stosowane przeciwko sobie lub przeciwko wirusom | Is Crispr the Next Antibiotic?  https://t.co/Ntu8rUM5IZ  https://t.co/klM1Ijno3a",Medyczne-diagnoza
124,"#Adwent jest synonimem nadziei: nie daremnym oczekiwaniem na jakiegoś bezosobowego boga, lecz konkretną i niezawodną ufnością w powrót Tego, który już raz do nas przyszedł, «Oblubieńca», który swoją krwią przypieczętował zawarte z ludzkością wieczne przymierze (św. Jan Paweł II).  https://t.co/Fq0eSlyBxb",Niemedyczny
125,"Sport to zdrowie. Ha, ha... Z Poradnika: ""Jeśli sport miałby być taki zdrowy, to dlaczego mamy tyle lekarstw w aptekach? Wystarczyłoby tylko uprawiać sport – i dzięki temu zaoszczędzić masę pieniędzy na lekarstwach."" Pięknie oddaje to sytuacja w Chinach. #koronawirus #coronavirus  https://t.co/k8uB9FwH32",Medyczne
126,"W prawdopodobnej administracji Bidena szefem dyplomacji ma być Anthony Blinken. Tak jak sam były wiceprezydent, Blinken to kość z kości i krew z krwi z establishmentu. Zajmował wysokie stanowiska przez 8 lat prezydentury Obamy, był też doradcą kampanii Bidena ds.międzynarodowych.  https://t.co/BlsgijdPAZ",Niemedyczny
128,"Szpitale w Czechach mogą przyjąć pacjentów chorych na Covid-19, także w ciężkim stanie, z innych państw - powiedział w piątek minister zdrowia Jan Blatny. Dodał, że poinformował o tym ministerstwo spraw zagranicznych. Pacjenci mogliby trafić do klinik w Pradze i Brnie.  #gloslive  https://t.co/YOaWc6ElE6",Medyczne
129,"Do zderzenia 2 pojazdów doszło wczoraj ok. godz. 22:30 na w-wskiej Woli przy ul. Redutowa/Wolska. Kierujący autem na minuty ""PANEK"" uderzył w Hondę, którą podróżowała kobieta w ciąży. Sprawca miał 1,2‰ alkoholu w organizmie. Kobietę zabrał ZRM do szpitala  https://t.co/5VZz2wlhPf  https://t.co/Co0qnUDOgk",Niemedyczny
130,"W 2018 roku na cześć Kazimierza Pelczara nazwano rondo znajdujące się niedaleko @NIO_PIB. Kazimierz Pelczar był światowej sławy onkologiem, polskim patriotą, a także założycielem 1 na terenie ówczesnej Polski placówki zajmującej się walką z nowotworami...  https://t.co/4pRLkYQ6ih  https://t.co/GE5ET5ZLZ9",Niemedyczny
131,"Covidowy minister Niedzielski: - teleporady - wyszczepienie 31 mln Polaków - maseczki nie znikną nawet po epidemii - @MZ_GOV_PL nie brało udziału w pracach nad szpitalem na Narodowym - ferie w domu - SMS wskaże badanego - Weszliśmy w niższy przedział zakażeń, ale grozi nam 3 fala  https://t.co/7gM4l6EqM1",Medyczne
132,"Przemyśl 1943 r. Stefania Pogórska (17 lat) wraz ze swoją młodszą siostrą Helenką (6/7lat) przechowywała w wynajętym pod bokiem Niemców domu, przez ponad rok, 13 Żydów, którzy uciekli z przemyskiego getta. Organizowała dla nich jedzenie, lekarstwa. Nieprawdopodobne, ale prawdziwe  https://t.co/CjM9dOcHhB",Niemedyczny
134,"""Międzynarodowa Agencja Badań nad Rakiem (IARC) uznała pracę zmianową za prawdopodobny czynnik inicjujący przyśpieszający rozwój nowotworu""  Pielęgniarki i położne w grupie ryzyka. Jak MZ ma zamiar dbać o kadry OZ?  https://t.co/eHu0KShaVj @DorotaKilaska @a_niedzielski @MZ_GOV_PL  https://t.co/CJvxPfdvYc",Medyczne-diagnoza
135,"#JarosławPinkas „Nie leczcie się u partaczów(...) u znachorów, bab i felczerów, nie marnujcie waszego zdrowia” - tak brzmiał artykuł w 1919. Czy temat ten nie mógłby być poruszony obecnie? @GIS_gov na Radzie Naukowej przy @MinZdrowia przestawił historie służb sanitarnych w Polsce  https://t.co/WPADsOUd0z",Niemedyczny
136,"Jeśli w listopadzie mężczyzna zapuści wąsa, to znak, że włączył się w ogólnoświatową akcję zachęcającą do samodzielnego badania miejsc intymnych #Movember2020. Można dzięki temu wcześnie wykryć nowotwory prostaty i jąder  https://t.co/QFe6lkPAkh ▶Więcej:  https://t.co/mUx8gvIma2◀  https://t.co/k7ppzbSPwV",Medyczne
137,".@AM_Zukowska: PMM zamiast tworzyć kolejne prezentacje w PowerPoincie z których ma wynikać, że rząd robi wszystko i nasz kraj miewa się świetnie, mógłby pochylić się nad problemami branży gastronomicznej, nad lekarzami, ratownikami, bo tutaj ta pomoc jest dalece niewystarczająca.  https://t.co/JDo9skM1x7",Niemedyczny
138,"Będę se szalał wieczorem. Oczywiście respektując obostrzenia sanitarne, więc przed telewizorem, oglądając #famemma. Wódka tylko w Chrobrym na rozruch, później wino, albo piwo. Szkoda, że rzucam fajki, bo o 10 wyszedłbym zajarać na balkon w samej bluzie, a jutro rano 38,5 gorączki  https://t.co/ThGJthRAuS",Niemedyczny
139,"@MorawieckiM zakupił dla Polaków 31 mln szczepionek  Jednak producent nie będzie odpowiadał za powikłania po niej.jak Reakcja na zastrzyk powstała po szczepionce COVID19 firmy Pfizer/BioNTech""dramatyczne powikłania poszczepienne po dobrowolnym szczepieniu przez kobietę  Australii  https://t.co/I09zkRzP9Q",Niemedyczny
140,"Dziś w programie powiemy o dronowym moście powietrznym między szpitalami na @PGENarodowy i @CSK_MSWiA, nowej akcji @Fundacja_ITAKA, zajrzymy na początek procesu beatyfikacyjnego s. Wandy Boniszewskiej oraz na Bazar Różyckiego, który już na finiszu remontu. Zapraszamy 16:00-18:30.  https://t.co/JkYrN2d4fZ",Niemedyczny
142,Król Marek był chory leżał na wizji Przyszedł pan doktor też z telewizji Król doktorowi obiecał dać córkę Gdy ten mu fachowo zamontuje rurkę Lecz raz zapiewajło podłe i wraże Jęło się nazwać Króla kuglarzem Król jej odśpiewał ciskajac koc Zaklęłaś mnie w gotyk bezsenna zimna noc!  https://t.co/7mpVxkEjmE,Medyczne-diagnoza
144,"‼️ NFZ w trybie pilnym pyta lekarzy rodzinnych, czy będą w stanie szczepić pacjentów szczepionkami na Covid-19. Lekarze wczoraj dostali ankiety. Do wypełnienia na dziś.  https://t.co/6MBIIwf6Qq., czy zgodzą się szczepić, w tym również pracować w weekendy @Radio_TOK_FM @TOKFM_NEWS  https://t.co/RbEJp8GJNn",Medyczne
145,"W grudniu 2016 roku policjanci znosili mnie z jezdni pod Sejmem. Chwyciło mnie dwóch, rzucili mną na chodnik nieopodal jak workiem kartofli. Dłoń boli do tej pory, chociaż złamana kość się zrosła.   Słabo mi, gdy patrzę na to zdjęcie. Mam nadzieję, że państwo słono za to zapłaci.  https://t.co/xs4k6wM831",Medyczne-diagnoza
146,"Niemcy będą pomagać lubuskim szpitalom.. Marszałek Elżbieta Anna Polak poprosiła o wsparcie premierów Brandenburgii i Saksonii.   Marszałek podkreśla, że w celu zapewnienia bezpieczeństwa mieszkańcom regionu Lubuskie chętnie skorzysta z każdej oferty pomocy partnerów i przyjaciół  https://t.co/vWiHdeZmOg",Niemedyczny
148,"Nowe fakty ws. kontenerowych oddziałów w szpitalach na #Mazowsze: @MKierwinski.emu wojewoda wyznaje, że 26.08 zawnioskował o nie do @MZ_GOV_PL. Nie dodał, że już 28.09 odmówił wnioskującym 36. szpitalom wz. z. ""ograniczonymi środkami"". Na co przez miesiąc poszła kasa na #COVID19?  https://t.co/Lp0wyek8aE",Niemedyczny
149,"A któż to przemawiał na marszu antymaseczkowców w Katowicach? Sam Hubert Czerniak, lekarz kwestionujący koniecznośc szczepień i zawieszony w prawie do wykonywania zawodu za propagowanie postaw antyzdrowotnych. ""Promotor alternatywnych form leczenia"", czyli znachor i hochsztapler.  https://t.co/9VWoCZh1tL",Niemedyczny
150,"52 lata temu zmarł Anatol Stern - polski poeta pochodzenia żydowskiego, eseista, prozaik, twórca scenariuszy do filmów: Profesor Wilczur, Znachor, Czarna Perła. Ponadto krytyk filmowy, tłumacz; współtwórca polskiego futuryzmu, autor m .in.zbiorów wierszy Futuryzje, Ziemia na lewo  https://t.co/bKAQjLAf72",Niemedyczny
151,"⚠️Ptasia grypa w Danii. Przebadane padłe dzikie ptactwo było zarażone typem A, H5N8. To samo dotyczy stada drobiu z Randers, które przebadano wczoraj. W jednym przypadku sokoła wędrownego ptak był zarażony wirusem podtypu H5N5. Oba typy wirusa ptasiej grypy nie zagrażają ludziom.  https://t.co/jWkhsQ4sZm",Medyczne-diagnoza
152,"Fragment tekstu babilońskiego z XI w pne  dotyczącego porad życiowych dla chcącego się ożenić kawalera. Tekst przypisywany jest mędrcowi (medykowi-magowi, lekarzowi-egzorcyście) Kin-apli ze świątyni Esagil  w Etemenaki. (8-piętrowy Ziggurat  w Etemenaki - to biblijna Wieża Babel)  https://t.co/rf7LttnG5Y",Niemedyczny
153,Zmarł podczas niesienienia pomocy innym nasz przyjaciel dr Krzysztof Sołowiej wspaniały dobry Człowiek i wybitny lekarz. W Centrum Onkologii Ziemi Lubelskiej pracował od 1995r. zajmując się leczeniem Pacjentek z nowotworem piersi. Czynnie uczestniczył w kształceniu innych. RIP 🕯️  https://t.co/ifwdcc0BUF,Niemedyczny
154,"Codziennie w Szpitalu w Ostrowi Mazowieckiej doświadczamy, że COVID-19 to piekielne draństwo. Ale groźne są też powikłania po COVID-19. Taka na przykład zatorowość płucna może mieć bardzo poważne konsekwencje dla zdrowia. Dbajcie więc o siebie i bliskich   https://t.co/fVoDOsKmYu  https://t.co/Fr9P8tmPVs",Medyczne-diagnoza
155,"Słucham? -panie doktorze, piętnaście minut temu karetka na sygnale zabrała naszego dziadka z objawami rozległego zawału. -żyje? -Przykro mi, wasz dziadek nie żyje. -Umarł na Covid 19, choroba rozwinęła się błyskawicznie.\ - zawał był tylko chorobą współtowarzyszącą -? -statystyka  https://t.co/I9o7FYC9So",Medyczne-diagnoza
156,🗓️ #ŚrodaZProfilaktyką | Nowotwór piersi  ⚠️ Rak piersi to najczęściej występujący nowotwór złośliwy u kobiet.  ➡️ Skuteczność leczenia zależy od wykrycia nowotworu we wczesnym stadium!  Kiedy zrobić badanie? PRZECZYTAJ ⤵️  https://t.co/huQ2zV2dz2  #AkademiaNFZ #RóżowyPaździernik  https://t.co/cvNX51Gwu2,Medyczne
157,"My Mieszkańcy Śląska, reprezentujący różne zawody: profesorowie, doktorzy, samorządowcy, nauczyciele, muzycy, górnicy, ludzie ciężkiej pracy, tworzący Honorowy Komitet Poparcia Kandydata na Urząd Prezydenta Rzeczypospolitej Polskiej, Pana Andrzeja Dudy,... Pełny tekst w pliku jpg  https://t.co/jnDTzEEUFW",Niemedyczny
158,"Triklosan nie ma dobrej prasy, związek ten może: uszkadzać mięsień sercowy, hamować produkcję hormonów tarczycy, sprzyjać nowotworom wątroby i piersi, przyczyniać się także do zaognienia nieswoistego zapalenia jelit, może prowadzić do raka jelita grubego.  https://t.co/o8bxgnJbCT  https://t.co/FgcEecULpa",Medyczne-diagnoza
159,"Filmy, gierki i inne rozrywki, fajnie, ale tego i wielu ważniejszych rzeczy by nie było bez okupionego krwią wysiłku poprzednich pokoleń. Chwała im i pamięć, że dziś możemy świętować 102 rocznicę odzyskania Niepodległości #ŚwietoNiepodległości #IndependenceDay #Polska 🇵🇱  #Poland  https://t.co/4vSOCL8X1d",Niemedyczny
160,"#Wiedeń uruchomił program online z szybką samokontrolą w celu wyjaśnienia, czy objawy takie jak gorączka, kaszel czy ból gardła wskazują na zakażenie CoViD-19. Odciąży telefon 1450. Tu wiedeńczycy dzwonią, gdy podejrzewają, że zakazili się #koronawirus.em  https://t.co/fvQ9S9gaUD  https://t.co/Grr2HvjUCF",Medyczne
161,"Miód gryczano-malinowy 🍯 Znakomity wpływ na układ krwionośny. Pomaga leczyć miażdżycę, nadciśnienie, niedokrwistość, zapalenie nerek przy grypach.  Więcej na stronie:  https://t.co/iR1miqK0Dc  #miodnatwojedolegliwosci #miód #pachniczowka #miodgryczany #miodmalinowy #prawdziwymiod  https://t.co/u4Ti2mdS3t",Medyczne
163,"W #Kozienice trwa finał kampanii społecznej ""Ida Czerwcowa. Stop rakowi piersi"", wspieranej przez @Grupa_Enea. Grzegorz Mierzejewski, wiceprezes #Enea #Wytwarzanie: ""Jesteśmy firmą odpowiedzialną społecznie, dbamy o #zdrowie lokalnej społeczności. Będziemy z Wami również za rok"".  https://t.co/zy8FvdC6pC",Medyczne
165,"❗Guz mózgu zabrał zdrowie Zuzi. Pomóż małej, dziewczynce w powrocie do sprawności. Całe dzieciństwo to oddziały onkologicze i chemioterapie! Przywróćmy dziecku namiastkę normalności zniszczoną przez nowotwór. Brakuje 5 tys na leczenie. Wesprzyj ➡️ https://t.co/xIVjb7Y34c Dziękuję  https://t.co/k4KKq2Xaan",Medyczne-diagnoza
167,"PILNE ‼️Ratujmy ŻYCIE Arusia🔥Pomóż i udostępnij film aby dotrzeć do milionów ludzi dobrych serc❤️ Stan jest poważny, przeszczepiony szpik nie podjął pracy. Brakuje na leczenie 47 966zł. Liczy się każda złotówka i minuta w walce o życie‼️Pomóżmy⬇️  https://t.co/U0ALsIzhpO Dziękuję  https://t.co/AeWlpyg7au",Medyczne
168,"#Ewangelia na Sobotę #SucheDni w #Oktawa #ZesłanieDuchaŚwiętego  Po opuszczeniu synagogi przyszedł do domu Szymona. A wysoka gorączka trawiła teściową Szymona. I prosili Go za nią. On stanąwszy nad nią rozkazał gorączce, i opuściła ją. Zaraz też wstała i usługiwała im  Łk 4,38-44  https://t.co/fRumCcGkMV",Niemedyczny
169,"„Kraj nie przygotowywał się na pandemię. Nie ma lekarzy, odczynników i lekarstw. Uważam,  że przy dużych szpitalach powinno się budować hale, a nie jak w Lombardii –rozsiewać pacjentów covidowych po małych szpitalach” - Jarosław Roslon dyr. szpitala w Międzylesiu #telekonferencja  https://t.co/89G0BymlJV",Niemedyczny
